Order_ID;Order_Line_ID;Customer_ID;Date;Product_Category_id;Unit_Price;Quantity;Discount_Amount;Payment_id;Device_Type_id;Session_Duration_Minutes;Pages_Viewed;Is_Returning_Customer;Delivery_Time_Days;Customer_Rating
8530;ORD_002491-1;2491;17.01.2023;7;440,1;5;354,7;1;2;13;9;FALSCH;8;4
8531;ORD_002491-2;2491;24.01.2024;1;20,53;3;0;2;2;16;8;WAHR;14;3
8532;ORD_002492-1;2492;01.02.2023;1;54,23;4;28,35;3;3;11;4;WAHR;6;2
8533;ORD_002492-2;2492;21.04.2023;6;148,64;2;0;3;2;8;8;WAHR;4;3
8534;ORD_002492-3;2492;11.05.2023;3;288,84;5;0;4;2;18;10;WAHR;11;4
8535;ORD_002492-4;2492;31.05.2023;2;1839,73;3;0;1;2;14;11;WAHR;5;1
8536;ORD_002492-5;2492;16.07.2023;8;1839,59;1;0;4;2;10;10;WAHR;12;5
8537;ORD_002492-6;2492;20.07.2023;7;196,48;2;0;2;1;14;9;WAHR;4;4
8538;ORD_002492-7;2492;30.10.2023;1;59,68;2;0;2;1;14;10;WAHR;3;5
8539;ORD_002492-8;2492;07.03.2024;3;491,38;4;0;1;1;15;9;WAHR;5;5
8540;ORD_002493-1;2493;28.01.2023;5;109,19;5;76,26;2;1;15;9;WAHR;5;5
8541;ORD_002493-2;2493;28.02.2023;8;975,41;5;0;5;1;14;9;WAHR;8;2
8542;ORD_002493-3;2493;09.09.2023;3;186,95;4;0;1;2;14;8;WAHR;2;4
8543;ORD_002493-4;2493;16.12.2023;3;206,55;4;0;1;1;15;6;WAHR;2;2
8544;ORD_002493-5;2493;07.02.2024;1;72,22;5;0;2;1;11;11;WAHR;4;5
8545;ORD_002494-1;2494;21.04.2023;7;282,9;1;0;3;1;16;8;WAHR;6;5
8546;ORD_002494-2;2494;28.06.2023;8;2779,25;4;0;1;1;12;4;WAHR;3;4
8547;ORD_002494-3;2494;25.09.2023;8;758,47;2;0;2;1;14;11;WAHR;6;3
8548;ORD_002494-4;2494;20.11.2023;4;21,71;2;0;2;3;16;12;WAHR;8;3
8549;ORD_002494-5;2494;12.02.2024;3;750,24;4;0;2;2;15;8;WAHR;5;4
8550;ORD_002495-1;2495;09.01.2023;2;249,58;5;209,76;2;1;18;5;FALSCH;6;4
8551;ORD_002495-2;2495;05.08.2023;7;389,53;5;0;4;2;14;10;WAHR;8;3
8552;ORD_002496-1;2496;13.10.2023;6;415,93;2;0;4;1;17;11;WAHR;4;3
8553;ORD_002497-1;2497;27.09.2023;5;139,79;3;0;4;2;16;11;WAHR;10;4
8554;ORD_002497-2;2497;28.12.2023;3;421,96;4;152,11;2;1;14;10;WAHR;7;3
8555;ORD_002498-1;2498;25.05.2023;3;908,42;3;0;1;1;13;12;WAHR;8;5
8556;ORD_002498-2;2498;10.02.2024;1;37,56;4;0;4;2;12;9;WAHR;6;4
8557;ORD_002499-1;2499;28.02.2024;7;167,35;2;0;1;2;9;8;WAHR;2;4
8558;ORD_002500-1;2500;06.03.2023;8;252,2;4;0;5;2;15;9;WAHR;4;4
8559;ORD_002500-2;2500;07.07.2023;4;66,98;5;0;2;1;14;6;WAHR;9;5
8560;ORD_002500-3;2500;29.08.2023;7;338,62;1;0;1;2;6;4;WAHR;9;4
8561;ORD_002500-4;2500;28.11.2023;1;133,84;5;0;2;1;11;10;WAHR;9;5
8562;ORD_002500-5;2500;12.12.2023;3;97,24;5;0;5;2;17;9;WAHR;11;2
8563;ORD_002500-6;2500;20.02.2024;6;56,63;3;15,95;1;1;17;10;WAHR;8;5
8564;ORD_002500-7;2500;19.03.2024;8;2903,52;4;0;1;2;17;6;WAHR;10;3
8565;ORD_002501-1;2501;09.05.2023;1;38,57;2;0;2;2;13;8;FALSCH;3;4
8566;ORD_002501-2;2501;15.09.2023;4;64,12;3;35,73;1;1;14;10;WAHR;5;2
8567;ORD_002502-1;2502;27.08.2023;7;287,44;4;0;3;1;16;7;WAHR;9;4
8568;ORD_002503-1;2503;31.01.2024;8;730,01;5;0;2;1;15;7;WAHR;7;5
8569;ORD_002504-1;2504;10.04.2023;6;143,89;4;0;4;1;13;11;FALSCH;5;4
8570;ORD_002504-2;2504;07.07.2023;3;726,71;4;318,61;1;1;4;14;WAHR;10;5
8571;ORD_002504-3;2504;16.07.2023;5;73,5;1;0;2;2;15;7;WAHR;5;1
8572;ORD_002504-4;2504;19.11.2023;8;1507,87;5;1599,5;2;2;14;13;WAHR;4;4
8573;ORD_002504-5;2504;16.01.2024;2;489,99;5;0;1;1;16;10;WAHR;4;3
8574;ORD_002505-1;2505;05.05.2023;2;421,72;1;21,95;4;3;14;9;FALSCH;12;5
8575;ORD_002505-2;2505;06.06.2023;2;544,14;3;0;1;3;16;9;WAHR;10;5
8576;ORD_002505-3;2505;26.07.2023;2;351,5;1;0;2;1;14;9;WAHR;10;3
8577;ORD_002506-1;2506;03.10.2023;6;316,86;3;101,87;4;1;11;12;FALSCH;3;5
8578;ORD_002506-2;2506;19.11.2023;8;397,2;4;0;4;2;16;7;WAHR;12;5
8579;ORD_002506-3;2506;22.11.2023;5;143,2;4;0;2;3;20;11;WAHR;3;1
8580;ORD_002507-1;2507;14.06.2023;8;620,9;2;0;3;1;16;11;WAHR;10;3
8581;ORD_002507-2;2507;01.01.2024;4;128,11;2;0;2;1;16;13;WAHR;5;4
8582;ORD_002508-1;2508;28.06.2023;7;187,76;3;0;4;1;16;6;FALSCH;5;5
8583;ORD_002508-2;2508;20.07.2023;1;14,54;5;0;2;2;15;9;WAHR;8;5
8584;ORD_002508-3;2508;20.09.2023;6;80,21;5;31,68;4;1;14;9;WAHR;3;4
8585;ORD_002508-4;2508;29.11.2023;1;103,82;4;29,64;3;1;14;6;WAHR;8;5
8586;ORD_002508-5;2508;15.01.2024;7;262,04;1;25,32;2;2;12;12;WAHR;7;1
8587;ORD_002509-1;2509;11.12.2023;5;140,44;2;0;2;2;13;8;FALSCH;4;3
8588;ORD_002509-2;2509;25.12.2023;3;324,04;4;214,9;1;2;17;5;WAHR;4;3
8589;ORD_002510-1;2510;01.01.2023;2;158,85;2;0;1;1;14;7;FALSCH;7;4
8590;ORD_002511-1;2511;21.06.2023;1;78,54;2;31,85;2;1;14;7;WAHR;6;5
8591;ORD_002511-2;2511;25.01.2024;5;46,3;4;16,76;1;1;15;9;WAHR;4;2
8592;ORD_002512-1;2512;18.04.2023;5;122,34;5;0;3;3;12;11;WAHR;2;4
8593;ORD_002512-2;2512;04.01.2024;5;174,63;3;62,42;2;2;15;9;WAHR;6;4
8594;ORD_002512-3;2512;02.03.2024;8;616,66;4;0;3;1;13;6;WAHR;6;5
8595;ORD_002513-1;2513;08.03.2023;1;47,94;2;0;5;2;15;9;WAHR;3;3
8596;ORD_002514-1;2514;01.02.2023;4;27,46;3;0;4;1;16;6;FALSCH;3;4
8597;ORD_002514-2;2514;15.10.2023;4;46,53;5;18,87;3;2;11;11;WAHR;4;4
8598;ORD_002514-3;2514;10.01.2024;1;95,23;5;0;3;2;15;10;WAHR;2;3
8599;ORD_002515-1;2515;14.01.2023;6;48,6;4;0;5;2;19;9;WAHR;11;4
8600;ORD_002515-2;2515;01.04.2023;3;462,29;5;0;2;1;13;10;WAHR;5;5
8601;ORD_002515-3;2515;02.09.2023;6;351,07;3;0;2;1;17;3;WAHR;4;3
8602;ORD_002515-4;2515;01.11.2023;6;108,61;5;0;1;2;17;10;WAHR;3;4
8603;ORD_002515-5;2515;13.11.2023;1;28,89;3;6,65;2;2;12;9;WAHR;9;5
8604;ORD_002515-6;2515;23.11.2023;8;1381,62;5;572,92;1;1;15;9;WAHR;7;3
8605;ORD_002515-7;2515;06.12.2023;6;36,98;2;0;2;2;17;5;WAHR;4;2
8606;ORD_002515-8;2515;10.01.2024;6;71,09;4;54,31;4;2;14;7;WAHR;3;4
8607;ORD_002516-1;2516;17.05.2023;4;18,6;5;17,56;2;1;13;8;WAHR;6;3
8608;ORD_002516-2;2516;25.08.2023;6;100,21;3;0;2;1;11;10;WAHR;9;3
8609;ORD_002516-3;2516;08.11.2023;6;146,83;3;0;2;2;16;7;WAHR;6;5
8610;ORD_002517-1;2517;06.07.2023;6;134,12;3;0;4;2;17;11;WAHR;3;5
8611;ORD_002517-2;2517;05.09.2023;6;286,92;3;121,47;1;2;19;8;WAHR;6;4
8612;ORD_002517-3;2517;06.12.2023;3;534,61;3;229,96;2;1;17;10;WAHR;4;5
8613;ORD_002518-1;2518;05.01.2023;1;53,59;5;14,06;2;1;20;10;WAHR;12;3
8614;ORD_002518-2;2518;31.01.2024;6;414,92;5;0;2;1;14;12;WAHR;12;5
8615;ORD_002518-3;2518;29.02.2024;8;3584,81;3;0;4;2;15;9;WAHR;12;4
8616;ORD_002519-1;2519;27.05.2023;2;925,21;5;603,34;3;1;16;9;WAHR;7;3
8617;ORD_002519-2;2519;29.05.2023;3;780,91;3;262,14;1;2;19;9;WAHR;15;5
8618;ORD_002520-1;2520;06.05.2023;3;566,82;3;0;2;1;18;6;FALSCH;4;5
8619;ORD_002520-2;2520;10.08.2023;2;258,36;2;0;1;1;11;9;WAHR;5;4
8620;ORD_002520-3;2520;15.11.2023;5;155,63;4;0;2;1;17;10;WAHR;6;4
8621;ORD_002520-4;2520;07.01.2024;5;103,66;5;0;1;2;14;6;WAHR;10;5
8622;ORD_002521-1;2521;17.05.2023;1;117,79;5;0;4;3;16;6;WAHR;5;4
8623;ORD_002521-2;2521;23.09.2023;7;76,89;2;26,24;2;1;12;12;WAHR;6;1
8624;ORD_002521-3;2521;21.11.2023;6;81,95;5;62,28;2;1;14;13;WAHR;6;3
8625;ORD_002521-4;2521;18.01.2024;2;604,78;3;172,32;4;1;16;12;WAHR;3;4
8626;ORD_002522-1;2522;17.03.2023;3;436,53;5;0;3;1;17;9;FALSCH;4;3
8627;ORD_002522-2;2522;25.04.2023;8;2584,17;4;0;2;2;18;11;WAHR;4;5
8628;ORD_002522-3;2522;13.08.2023;7;196,83;1;0;3;1;13;7;WAHR;4;4
8629;ORD_002522-4;2522;03.09.2023;7;101,38;4;0;3;1;18;14;WAHR;4;2
8630;ORD_002522-5;2522;27.12.2023;2;469,74;1;34,21;3;1;18;8;WAHR;10;5
8631;ORD_002523-1;2523;20.09.2023;5;179,33;5;90,6;2;2;13;8;WAHR;3;5
8632;ORD_002523-2;2523;14.01.2024;5;41,05;2;0;1;1;14;8;WAHR;7;5
8633;ORD_002524-1;2524;08.01.2023;5;95,21;2;27,45;4;1;17;7;FALSCH;7;5
8634;ORD_002524-2;2524;21.07.2023;2;515,75;4;123,34;4;1;8;9;WAHR;5;3
8635;ORD_002524-3;2524;15.11.2023;7;159,2;4;0;2;1;16;7;WAHR;7;3
8636;ORD_002525-1;2525;03.02.2023;2;1250,23;4;1019,8;4;1;15;8;WAHR;2;5
8637;ORD_002525-2;2525;16.04.2023;4;48,97;4;0;3;1;12;8;WAHR;4;3
8638;ORD_002525-3;2525;16.04.2023;8;792,24;4;268,16;4;1;11;8;WAHR;7;4
8639;ORD_002525-4;2525;03.06.2023;7;319,46;2;0;1;1;15;11;WAHR;9;5
8640;ORD_002525-5;2525;17.11.2023;8;3657,61;5;1405,77;2;1;15;11;WAHR;12;3
8641;ORD_002525-6;2525;05.01.2024;1;53,52;1;0;4;1;18;7;WAHR;3;3
8642;ORD_002526-1;2526;23.01.2024;3;256,89;5;0;4;1;18;11;FALSCH;3;5
8643;ORD_002527-1;2527;18.02.2023;4;40,62;2;13,38;3;1;18;11;FALSCH;6;3
8644;ORD_002527-2;2527;22.04.2023;5;54,78;2;0;3;1;11;11;WAHR;9;4
8645;ORD_002528-1;2528;03.01.2023;1;51,51;4;0;2;1;14;9;WAHR;3;5
8646;ORD_002528-2;2528;30.06.2023;8;1521,08;4;0;3;1;17;12;WAHR;6;5
8647;ORD_002529-1;2529;15.04.2023;2;676,28;3;0;2;3;16;10;FALSCH;6;1
8648;ORD_002529-2;2529;21.05.2023;8;1181,3;1;133,8;2;1;16;8;WAHR;4;3
8649;ORD_002530-1;2530;16.02.2023;8;880,16;4;0;2;2;14;9;FALSCH;5;5
8650;ORD_002530-2;2530;08.09.2023;3;310,72;2;90,32;1;2;15;11;WAHR;2;4
8651;ORD_002530-3;2530;11.09.2023;6;205,31;3;124,34;1;1;5;7;WAHR;18;4
8652;ORD_002530-4;2530;29.09.2023;1;17,95;1;0;4;1;16;7;WAHR;4;5
8653;ORD_002530-5;2530;26.10.2023;6;261,19;1;0;2;2;16;10;WAHR;6;4
8654;ORD_002531-1;2531;17.02.2023;1;108,75;3;0;1;1;14;6;FALSCH;5;3
8655;ORD_002531-2;2531;28.02.2023;1;58,28;4;19,03;1;1;17;7;WAHR;8;5
8656;ORD_002531-3;2531;25.05.2023;8;1029,71;2;0;2;2;16;8;WAHR;6;5
8657;ORD_002531-4;2531;06.11.2023;2;174,9;2;0;2;2;18;12;WAHR;5;2
8658;ORD_002531-5;2531;15.02.2024;1;25,27;4;0;4;1;13;12;WAHR;4;5
8659;ORD_002531-6;2531;21.02.2024;2;613,1;3;0;5;2;16;6;WAHR;6;1
8660;ORD_002531-7;2531;14.03.2024;8;1699,29;3;0;4;1;15;5;WAHR;3;4
8661;ORD_002532-1;2532;13.12.2023;3;286,41;1;53,84;2;2;17;13;WAHR;9;5
8662;ORD_002532-2;2532;22.01.2024;6;91,88;2;26,86;4;1;13;9;WAHR;4;3
8663;ORD_002533-1;2533;07.04.2023;6;66,68;4;0;1;3;22;8;WAHR;7;3
8664;ORD_002534-1;2534;01.03.2023;5;67,78;1;0;1;1;13;8;WAHR;9;4
8665;ORD_002534-2;2534;13.09.2023;7;348,38;2;0;5;1;17;7;WAHR;8;4
8666;ORD_002534-3;2534;23.11.2023;4;41,05;3;0;2;1;18;8;WAHR;7;5
8667;ORD_002534-4;2534;01.02.2024;8;4959,9;1;0;5;3;16;8;WAHR;10;1
8668;ORD_002534-5;2534;16.03.2024;5;40,21;5;23,94;2;1;17;8;WAHR;12;1
8669;ORD_002535-1;2535;11.08.2023;8;1306,5;3;532,98;2;2;20;9;WAHR;9;5
8670;ORD_002535-2;2535;29.11.2023;6;245,77;4;0;4;1;13;7;WAHR;6;5
8671;ORD_002535-3;2535;21.01.2024;7;155,7;4;31,77;1;1;14;15;WAHR;7;5
8672;ORD_002536-1;2536;24.03.2023;6;246,33;5;0;4;1;14;14;WAHR;4;4
8673;ORD_002536-2;2536;25.03.2023;7;370,66;2;0;2;1;12;6;WAHR;9;2
8674;ORD_002536-3;2536;27.06.2023;8;3911,8;5;0;2;2;15;9;WAHR;6;4
8675;ORD_002536-4;2536;31.07.2023;5;58,65;4;13,8;2;1;11;9;WAHR;6;5
8676;ORD_002536-5;2536;02.08.2023;5;112,77;3;0;1;1;16;8;WAHR;8;4
8677;ORD_002536-6;2536;15.10.2023;4;52,42;3;17,6;4;1;12;9;WAHR;4;4
8678;ORD_002536-7;2536;15.11.2023;5;37,48;4;22,84;2;2;11;9;WAHR;9;5
8679;ORD_002536-8;2536;17.12.2023;8;3034,21;4;0;2;1;9;12;WAHR;17;2
8680;ORD_002536-9;2536;22.12.2023;6;163,84;2;29,04;4;1;13;12;WAHR;17;5
8681;ORD_002536-10;2536;08.03.2024;6;97,66;5;0;1;1;18;8;WAHR;6;5
8682;ORD_002537-1;2537;16.03.2023;5;59,58;1;0;2;1;19;9;FALSCH;7;4
8683;ORD_002537-2;2537;15.10.2023;5;32,8;3;0;2;1;18;11;WAHR;4;5
8684;ORD_002537-3;2537;22.02.2024;8;1144,27;4;0;5;1;19;9;WAHR;7;4
8685;ORD_002538-1;2538;14.05.2023;2;672,32;3;0;4;2;14;10;WAHR;4;5
8686;ORD_002538-2;2538;09.02.2024;7;197,7;2;0;2;2;12;9;WAHR;5;5
8687;ORD_002539-1;2539;06.05.2023;4;63,26;5;62,05;4;1;10;9;FALSCH;4;4
8688;ORD_002539-2;2539;24.10.2023;8;1073,4;3;644,56;2;1;14;7;WAHR;2;4
8689;ORD_002540-1;2540;12.10.2023;4;47,49;3;11,88;4;2;13;6;WAHR;3;5
8690;ORD_002541-1;2541;18.03.2023;7;380,19;5;0;2;2;8;11;FALSCH;3;5
8691;ORD_002542-1;2542;20.09.2023;4;156,84;4;0;5;1;7;8;WAHR;2;4
8692;ORD_002543-1;2543;12.04.2023;1;51,17;2;5,15;2;1;16;11;FALSCH;3;3
8693;ORD_002543-2;2543;24.07.2023;4;68,44;3;0;2;2;17;12;WAHR;10;3
8694;ORD_002543-3;2543;21.11.2023;5;35,14;5;29,24;1;2;16;9;WAHR;2;1
8695;ORD_002544-1;2544;17.01.2023;6;188,53;1;0;2;1;11;10;WAHR;3;2
8696;ORD_002545-1;2545;28.12.2023;1;84,3;4;0;1;2;19;11;FALSCH;11;4
8697;ORD_002546-1;2546;17.07.2023;7;349,05;5;267,56;1;2;14;8;WAHR;5;4
8698;ORD_002546-2;2546;31.08.2023;2;1677,64;5;1028,49;3;1;15;3;WAHR;3;4
8699;ORD_002547-1;2547;02.05.2023;1;150,98;2;0;4;2;14;9;WAHR;4;3
8700;ORD_002547-2;2547;27.07.2023;5;70,78;5;0;3;3;10;8;WAHR;5;5
8701;ORD_002548-1;2548;28.02.2023;5;150,96;4;0;1;1;14;9;WAHR;8;4
8702;ORD_002549-1;2549;28.05.2023;1;37,47;4;0;5;2;15;9;WAHR;6;5
8703;ORD_002549-2;2549;22.07.2023;8;3783,87;1;0;4;1;15;10;WAHR;3;5
8704;ORD_002550-1;2550;17.02.2023;4;91,26;4;0;3;3;18;10;WAHR;2;5
8705;ORD_002550-2;2550;28.02.2023;5;160,15;1;0;2;2;14;8;WAHR;11;5
8706;ORD_002550-3;2550;24.05.2023;1;28,92;2;3,54;1;1;11;7;WAHR;5;5
8707;ORD_002550-4;2550;31.07.2023;2;398,52;4;0;2;1;15;14;WAHR;10;5
8708;ORD_002550-5;2550;24.08.2023;4;51,09;3;0;2;2;10;11;WAHR;4;3
8709;ORD_002550-6;2550;11.02.2024;4;88,71;4;61,11;1;2;20;7;WAHR;8;1
8710;ORD_002550-7;2550;17.02.2024;3;481,29;3;192,02;2;1;13;9;WAHR;9;4
8711;ORD_002551-1;2551;16.02.2023;3;446,66;5;0;2;1;18;8;WAHR;7;4
8712;ORD_002551-2;2551;21.03.2023;4;54,15;1;0;1;1;18;8;WAHR;9;4
8713;ORD_002551-3;2551;25.04.2023;3;173,78;5;0;4;1;13;11;WAHR;11;5
8714;ORD_002551-4;2551;06.06.2023;3;644,99;5;415,62;4;2;14;7;WAHR;4;5
8715;ORD_002552-1;2552;12.04.2023;3;461,18;2;0;2;1;17;12;WAHR;19;5
8716;ORD_002552-2;2552;21.04.2023;3;136,66;4;0;2;1;13;12;WAHR;6;2
8717;ORD_002552-3;2552;27.09.2023;2;163,77;5;91,44;4;1;12;9;WAHR;9;5
8718;ORD_002553-1;2553;29.07.2023;1;108,64;4;0;2;1;18;11;FALSCH;2;2
8719;ORD_002553-2;2553;12.10.2023;1;107,28;3;39,94;2;2;17;9;WAHR;6;3
8720;ORD_002553-3;2553;16.11.2023;7;312,99;5;98,45;1;2;13;5;WAHR;6;5
8721;ORD_002553-4;2553;17.01.2024;1;33,78;3;15,15;2;2;16;4;WAHR;3;5
8722;ORD_002553-5;2553;07.02.2024;6;303,3;5;0;4;1;15;8;WAHR;7;5
8723;ORD_002553-6;2553;15.02.2024;7;244,42;2;54,99;1;2;17;6;WAHR;4;4
8724;ORD_002554-1;2554;29.05.2023;7;64,55;1;13,21;2;1;11;8;WAHR;9;4
8725;ORD_002554-2;2554;15.06.2023;6;120,54;1;26,5;5;1;21;7;WAHR;4;4
8726;ORD_002555-1;2555;06.08.2023;4;61,98;1;0;4;2;11;6;FALSCH;10;4
8727;ORD_002555-2;2555;20.09.2023;5;112,14;5;0;4;1;10;9;WAHR;4;5
8728;ORD_002555-3;2555;23.02.2024;7;575,58;1;0;4;1;10;6;WAHR;8;3
8729;ORD_002556-1;2556;15.01.2023;3;655,85;2;281,21;2;1;13;10;WAHR;9;4
8730;ORD_002556-2;2556;22.01.2023;1;40,72;3;0;2;2;13;11;WAHR;3;3
8731;ORD_002556-3;2556;18.10.2023;3;207,23;1;0;2;3;16;6;WAHR;4;5
8732;ORD_002557-1;2557;18.07.2023;3;530,32;2;167,19;4;2;17;10;FALSCH;13;5
8733;ORD_002557-2;2557;25.08.2023;1;46,81;4;0;2;1;10;10;WAHR;6;5
8734;ORD_002557-3;2557;16.10.2023;4;29,15;1;0;1;2;13;9;WAHR;9;3
8735;ORD_002557-4;2557;12.02.2024;1;39,14;3;0;1;1;15;9;WAHR;8;5
8736;ORD_002558-1;2558;06.01.2023;7;201,51;5;93,3;1;1;14;5;WAHR;2;5
8737;ORD_002558-2;2558;06.02.2023;2;1428,06;2;508,06;2;2;15;12;WAHR;3;1
8738;ORD_002558-3;2558;27.03.2023;8;1251,6;5;0;2;2;15;9;WAHR;2;4
8739;ORD_002558-4;2558;16.05.2023;6;233,63;2;0;2;2;14;9;WAHR;10;5
8740;ORD_002559-1;2559;03.07.2023;1;41,56;3;17,22;1;1;16;8;WAHR;4;2
8741;ORD_002559-2;2559;06.11.2023;5;66,5;5;55,77;2;3;14;7;WAHR;5;5
8742;ORD_002559-3;2559;22.11.2023;1;54,44;3;0;4;1;16;9;WAHR;10;5
8743;ORD_002560-1;2560;20.01.2023;2;370,31;1;29,61;4;2;15;6;WAHR;6;4
8744;ORD_002560-2;2560;21.05.2023;5;59,81;5;0;5;2;10;6;WAHR;7;5
8745;ORD_002560-3;2560;20.06.2023;3;211,79;2;74,04;4;2;9;12;WAHR;4;5
8746;ORD_002561-1;2561;22.09.2023;3;169,32;5;95,03;4;1;17;10;FALSCH;4;3
8747;ORD_002561-2;2561;09.11.2023;8;2458,11;2;0;2;1;19;11;WAHR;5;5
8748;ORD_002561-3;2561;02.02.2024;6;162,53;4;0;2;1;14;8;WAHR;9;5
8749;ORD_002561-4;2561;03.03.2024;4;27,33;2;0;2;1;19;12;WAHR;5;4
8750;ORD_002562-1;2562;31.01.2023;3;475,37;4;0;2;1;16;8;FALSCH;4;5
8751;ORD_002562-2;2562;03.05.2023;7;317,46;4;75,67;4;1;17;10;WAHR;7;3
8752;ORD_002562-3;2562;06.08.2023;5;221,04;2;0;1;2;14;6;WAHR;5;3
8753;ORD_002562-4;2562;01.12.2023;4;74,14;2;23,36;2;2;18;5;WAHR;6;4
8754;ORD_002562-5;2562;24.12.2023;3;1386,76;4;0;2;2;14;9;WAHR;8;3
8755;ORD_002562-6;2562;11.03.2024;7;102,86;5;26,96;4;2;16;3;WAHR;10;4
8756;ORD_002563-1;2563;21.07.2023;6;163,27;2;70,35;1;1;18;7;FALSCH;4;2
8757;ORD_002563-2;2563;19.10.2023;6;315,43;2;0;5;1;15;13;WAHR;8;5
8758;ORD_002564-1;2564;06.06.2023;2;417,85;5;0;3;3;15;9;FALSCH;9;3
8759;ORD_002565-1;2565;30.03.2023;8;1369,01;4;0;4;3;16;11;FALSCH;5;5
8760;ORD_002565-2;2565;10.03.2024;5;139,14;4;48,54;4;1;12;6;WAHR;11;5
8761;ORD_002566-1;2566;29.03.2023;7;500,57;1;0;4;2;12;5;FALSCH;9;4
8762;ORD_002566-2;2566;10.09.2023;5;70,28;4;48,77;4;1;12;6;WAHR;6;5
8763;ORD_002566-3;2566;27.09.2023;1;39,65;3;0;2;3;21;9;WAHR;6;3
8764;ORD_002566-4;2566;12.11.2023;3;382,61;4;0;4;1;19;9;WAHR;6;5
8765;ORD_002567-1;2567;04.03.2023;7;314,5;3;0;1;1;15;6;FALSCH;5;5
8766;ORD_002568-1;2568;10.01.2023;3;242,41;4;208,48;3;1;8;11;FALSCH;5;2
8767;ORD_002568-2;2568;11.12.2023;5;148,49;4;128,31;2;1;16;9;WAHR;11;4
8768;ORD_002569-1;2569;14.02.2023;2;2573,92;5;0;1;1;13;7;WAHR;11;5
8769;ORD_002569-2;2569;20.02.2023;8;618,06;4;507,87;1;1;17;11;WAHR;8;4
8770;ORD_002569-3;2569;04.06.2023;6;67,95;3;44,11;2;1;17;9;WAHR;17;3
8771;ORD_002569-4;2569;19.10.2023;6;176,71;4;0;1;1;9;6;WAHR;9;5
8772;ORD_002569-5;2569;15.12.2023;5;249,29;1;0;4;2;14;8;WAHR;4;4
8773;ORD_002569-6;2569;03.03.2024;7;642,64;2;0;4;1;18;15;WAHR;8;2
8774;ORD_002570-1;2570;11.02.2023;4;30,47;2;10,57;3;1;18;8;WAHR;5;3
8775;ORD_002570-2;2570;14.04.2023;5;191,02;3;0;1;1;17;7;WAHR;3;1
8776;ORD_002570-3;2570;14.06.2023;7;454,35;1;29,95;4;2;19;6;WAHR;9;3
8777;ORD_002570-4;2570;31.12.2023;2;1652,79;3;0;2;1;12;9;WAHR;3;3
8778;ORD_002570-5;2570;27.01.2024;3;382,34;1;39,9;2;2;11;4;WAHR;12;4
8779;ORD_002571-1;2571;08.10.2023;4;161,35;3;0;2;2;14;8;WAHR;6;4
8780;ORD_002571-2;2571;19.01.2024;5;187,42;1;27,13;4;1;14;5;WAHR;5;2
8781;ORD_002572-1;2572;05.02.2023;7;956,74;2;150,12;3;1;19;11;WAHR;4;5
8782;ORD_002572-2;2572;01.04.2023;3;1150,56;1;187,47;3;1;6;4;WAHR;3;4
8783;ORD_002572-3;2572;07.05.2023;5;86,36;1;0;2;1;13;10;WAHR;6;4
8784;ORD_002572-4;2572;10.07.2023;6;410,26;4;258,87;4;2;13;13;WAHR;5;4
8785;ORD_002572-5;2572;15.07.2023;2;1751,17;5;0;2;2;13;11;WAHR;7;4
8786;ORD_002572-6;2572;23.07.2023;3;30,63;3;0;4;1;12;7;WAHR;7;5
8787;ORD_002572-7;2572;31.07.2023;6;146,83;3;40,58;4;2;12;7;WAHR;9;5
8788;ORD_002572-8;2572;27.09.2023;7;573,86;4;0;3;1;17;9;WAHR;9;4
8789;ORD_002572-9;2572;15.10.2023;6;202,14;4;0;2;1;19;12;WAHR;9;2
8790;ORD_002572-10;2572;19.01.2024;3;410,54;1;0;4;2;12;10;WAHR;4;5
8791;ORD_002573-1;2573;03.02.2023;5;162,66;3;0;4;2;14;13;WAHR;3;5
8792;ORD_002573-2;2573;10.02.2023;2;144,39;1;10,75;1;3;13;10;WAHR;6;4
8793;ORD_002573-3;2573;31.10.2023;2;623,22;4;507,13;2;1;15;10;WAHR;4;3
8794;ORD_002573-4;2573;27.02.2024;8;6766,07;1;747,98;1;2;10;9;WAHR;7;4
8795;ORD_002574-1;2574;30.08.2023;1;64,94;2;19,8;2;1;17;6;WAHR;3;4
8796;ORD_002574-2;2574;03.10.2023;6;55,65;1;0;3;2;8;11;WAHR;7;5
8797;ORD_002574-3;2574;21.02.2024;7;161,72;1;0;4;2;15;7;WAHR;8;4
8798;ORD_002575-1;2575;06.08.2023;6;209;1;0;1;2;16;10;WAHR;12;4
8799;ORD_002575-2;2575;07.10.2023;1;18,45;5;12,6;2;2;12;12;WAHR;3;4
8800;ORD_002575-3;2575;20.01.2024;8;1959,01;2;0;1;1;17;10;WAHR;5;4
8801;ORD_002576-1;2576;18.01.2024;3;155,41;3;79,92;4;1;15;8;WAHR;5;5
8802;ORD_002577-1;2577;02.02.2023;4;84,37;1;15,92;3;2;14;7;WAHR;3;1
8803;ORD_002577-2;2577;18.03.2023;1;37,12;5;15,59;2;1;8;5;WAHR;7;4
8804;ORD_002577-3;2577;01.05.2023;2;135,59;2;54,4;2;2;13;11;WAHR;6;2
8805;ORD_002577-4;2577;12.06.2023;8;2285,07;5;2363,85;2;2;15;8;WAHR;3;4
8806;ORD_002577-5;2577;20.07.2023;8;1377,93;2;492,54;4;2;16;9;WAHR;4;2
